DID,Handle,Display Name,CreatedAt,Text,ReplyCount,RepostCount,LikeCount,QuoteCount,Parent DID,Parent Handle,Parent Display Name,Parent CreatedAt,Parent Text,Parent ReplyCount,Parent RepostCount,Parent LikeCount,Parent QuoteCount,Quoted DID,Quoted Handle,Quoted Display Name,Quoted CreatedAt,Quoted Text,Quoted ReplyCount,Quoted RepostCount,Quoted LikeCount,Quoted QuoteCount
did:plc:fit4hvamf5v7c3jx2qkijktg,johnnyplucas.bsky.social,Johnny Lucas,2024-11-28T23:30:02.728Z,"It's not me who decides any of that.
Misinformation is pretty well defined and who cares if it's right or left wing?
There is lots of info about Bluesky moderation on line if you look for it.",1,0,1,0,did:plc:y6rx5t5tr36m3cnj2ungbz6u,easterly12.bsky.social,FionaVincent (Hayes). #StandWithUkraine 🇺🇦,2024-11-28T23:17:11.267Z,"I agree …they are not the same. I am asking who decides what is misinformation and what is right wing …or left wing perspective but is no misinformation? I would be interested to know how this is moderated on this platform? I have come here, not to be in a bubble but to be able to discuss",1,0,0,0,,,,,,0,0,0,0
did:plc:zeqq4z7aybrqg6go6vx6lzwt,dylanfreedman.nytimes.com,Dylan Freedman,2024-11-28T23:00:57.013Z,X's Grok assistant is Bluesky-pilled,6,28,109,5,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:gq6frfakzn6hfvqgwduxlbz5,dontbeakuntdamnit.bsky.social,Dᵒᶰ T Bᵉᵃᵏᵘᶰᵗ 🖕😮‍💨🖕,2024-11-28T16:47:14.835Z,"But it's already a cesspool of lies and misinformation. Coupled with the bullying and  threats, the lack of moderation...
Maybe Rep Kannna wasn't bullied in school, but I was. I learned how AND WHEN to fight back. 
Ya don't go into the arena with your hands and feet bound and expect to win.",0,0,4,0,did:plc:pmhyscv7t7incelmoevkijpr,artcandee.bsky.social,Art Candee 🍿🥤,2024-11-28T16:42:23.156Z,"Democratic House Rep. Ro Khanna says that liberals shouldn't be fleeing Twitter.

I agree with him. 

We need more people on there writing and rating Community Notes during Donald Trump's presidency, not less. 

We can't let it turn into a total unchecked cesspool of lies and misinformation.",366,64,337,10,,,,,,0,0,0,0
did:plc:sjtfard2jmqnuutezdzt37zq,renoperative.bsky.social,Renegade Operative 🦋,2024-11-28T08:09:49.813Z,"1) My story as with everyone else for coming here was just being fed up with the constant misinformation, bullcrap, lack of moderation features and brainless bickering on X. I needed a place to escape from all that low amoeba tyranny that's going on with that website. That's how I ended up here.",1,0,0,0,did:plc:sjtfard2jmqnuutezdzt37zq,renoperative.bsky.social,Renegade Operative 🦋,2024-11-28T07:39:13.201Z,"Fuck itttt, I'll give it a shot. Go right ahead.",1,2,47,1,,,,,,0,0,0,0
did:plc:jdoy4ico7n2ice3lnm5gxtoc,wafaaalbadry.bsky.social,Wafaa Albadry,2024-11-28T07:06:59.245Z,"2/9 📰 As journalists, we can’t help but love the nostalgia of Bluesky and its promise of a return to simpler, text-based interactions. But can it really dodge the moderation mess and misinformation that haunted Twitter? #JournalisticIntegrity #DigitalEthics",1,0,0,0,did:plc:jdoy4ico7n2ice3lnm5gxtoc,wafaaalbadry.bsky.social,Wafaa Albadry,2024-11-28T07:06:59.244Z,"1/9 🚀 Bluesky is on fire! With @jay.bsky.team reporting 20 million users, the ""Xodus"" from Twitter is real. This migration reflects a deeper dissatisfaction with the current social media landscape. But is this new frontier truly ""bluer,"" or just a nostalgic mirage? #Bluesky #DigitalMigration",1,0,0,0,,,,,,0,0,0,0
did:plc:6lrnmhtlhxk64zg6l4lio5pi,toastghost.bsky.social,Snow-Pony,2024-11-29T23:39:53.880Z,"This site has strong bones. Just make sure when anyone uses it, they're not using it for evil. Have a very strong moderation team, and use all the tools available to you to identify misinformation, our biggest foe in this age. Then we can move onto the renaissance of speech and AI.",0,0,1,0,did:plc:z72i7hdynmk6r22z27h6tvur,bsky.app,Bluesky,2024-11-29T22:30:55.003Z,"We could go on about how we welcome publishers, we don't demote links, we encourage independent developers to build apps and extensions on top of Bluesky's network.... but instead, we'll show you. 

All thanks to the incredible community here! 🦋",1445,8891,77031,486,,,,,,0,0,0,0
did:plc:zz5l7nca2ad2jmi3qcmxro4v,traveleratheart.bsky.social,CBear ,2024-11-29T17:28:51.660Z,"Agree there are extremists everywhere, but I disagree there is no difference as there are many. Algorithmic control and transparency, content moderation, ownership. Team red is welcome with thoughtful ability to converse and to disagree without hate, misinformation, etc.",1,0,3,0,did:plc:vidgfyx7qvkqqt3lx5dcb2i6,thedonniger.bsky.social,Derpy McDermot,2024-11-29T17:02:38.293Z,"Unless people get overly political or engage in argumentative threads, there really is no difference between these two platforms. One is just team Blue, while the other is team Red. There will be extremists, rational, idiotic and intelligent folks on every social media platform.",2,0,1,0,,,,,,0,0,0,0
did:plc:fmvkhnxurc5qhnuvkkyfrx6g,bornnottoknow.bsky.social,LikeWaterForChocolate,2024-11-29T15:24:14.916Z,"Effective content moderation creates a safe space for users, encouraging open dialogue and reducing the spread of misinformation. It's the backbone of any responsible #socialnetwork.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:fmvkhnxurc5qhnuvkkyfrx6g,bornnottoknow.bsky.social,LikeWaterForChocolate,2024-11-29T15:21:47.847Z,"Effective content moderation creates a safe space for users, encouraging open dialogue and reducing the spread of misinformation. It's the backbone of any responsible #socialnetwork. 

#Bluesky",0,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:iljgwfjntlvf45uynsbeqzkm,isabad.satan.social,the.isabad🏳️‍🌈🏳️‍⚧️🏴‍☠️,2024-11-29T01:46:59.506Z,"Well gee,  maybe if Facebook took moderation, death threats, and misinformation/disinformation seriously they wouldn't have a problem...",1,0,3,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:2rhtxz3duvphjjma7god7hbh,cokristiansen.bsky.social,Cornelia Kristiansen,2024-11-30T21:18:06.850Z,"Jeg er uenig i flere av premissene. 

1. «… klager de egentlig over at plattformen sluttet å være ekskluderende mot, i deres øyne, de «riktige» menneskene». 

Twitter var høyrevennlig. 

Masnick er i Bluesky-styret nå, men har fulgt ham i mange år og han er dyktig. www.techdirt.com/2022/04/28/r...",1,0,0,0,did:plc:cmtu7rpksqmvodpcd2il3pkv,alexoliver.bsky.social,Alex Iversen,2024-11-29T20:50:09.105Z,Jeg har skrevet en kronikk i Aftenposten i morgen om den digitale utvandringen fra X til Bluesky - tilgjengelig på nett fra i kveld.,14,2,8,0,,,,,,0,0,0,0
did:plc:jygscgn6732anvvg2k5v52tq,leepers.bsky.social,Dileep Rao,2024-11-30T15:54:29.767Z,"One question I have about this here, new-fangled site: does it have in place any of what we lost on the old one when the goon bought and trashed it? Content moderation, banning doxxing and harassment, taking down misinformation and some protections for minors?",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:saeoqlmirp7ely3s2webqtqd,smarmyeod.bsky.social,John Sisino,2024-12-01T17:36:16.303Z,"The case which rejected plaintiffs’ Article III standing in part because the moderation choices *couldn’t be attributed to the government?*

& that footnote! Oof.

Yes, we’re aware.",1,0,5,0,did:plc:zbamqpw3g7ivbirjyn3abdy2,fredgarvinmalepro.bsky.social,Fred Garvin,2024-12-01T15:33:01.209Z,"Are you familiar with the Murthy v. Missouri  Supreme Court case?  Or the Twitter Files?  There is much evidence of direct government censorship, nothing has been debunked.",7,0,0,0,,,,,,0,0,0,0
did:plc:dale7bxbemcndtblpl7mx5ri,spookyfox.bsky.social,you’ve been poisoned,2024-12-01T16:04:28.994Z,"I just went through my followers and made two new moderation lists, one for these kind of accounts and another for brands. I think a lot of people just follow back to be polite (or to grow their own audience) and I’d gently caution against that given… ya know. 🙃",0,0,3,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:ovndaypxlm3motblalrba7fa,bubbybear.bsky.social,ED,2024-12-02T22:58:19.720Z,And the moderation of dis/misinformation. The amount of confirmed misinformation from X has grown exponentially since Elon dissolved the moderation team. Musk has accounted for nearly 2 billion views of misinformation. More than all political ads combined. www.reuters.com/world/us/wro...,1,0,3,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:apeqz4pa3cfeo2v44hsq77bv,junoyamaguchi.bsky.social,Juno Yamaguchi ☕,2024-12-02T18:18:52.476Z,"1 - Because I like Bluesky. It has moderation, there are nice people and I can filter only the content that interests me. 🩵

2 - Instagram, Deviantart and Discord. Just search for ""Juno Yamaguchi"". 🥰

3 - Nope. I have no reason to be in that toxic place full of propaganda and misinformation. 🤮",1,0,0,0,did:plc:apeqz4pa3cfeo2v44hsq77bv,junoyamaguchi.bsky.social,Juno Yamaguchi ☕,2024-12-02T16:57:06.013Z,Hi! Do you want to know me more? 👉👈,1,0,12,0,,,,,,0,0,0,0
did:plc:zbamqpw3g7ivbirjyn3abdy2,fredgarvinmalepro.bsky.social,Fred Garvin,2024-12-02T18:02:26.835Z,"The government ""helping with content moderation"" leads to average citizens posts being removed which abridges freedom of speech.  Are you comfortable with government agencies combing through our social media and labeling our speech as dangerous or ""misinformation"" and requesting its removal?",1,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:bbcxrpb77c3dob5pfwg3yws6,nirneath.bsky.social,Nirnaeth,2024-12-02T13:50:12.565Z,No the EU just need to do the right thing and ban Twitter altogether since it's proven to be one of the biggest spreaders of misinformation team - even more so as they have zero moderation these days.,0,0,0,0,did:plc:wigoi6ks5xzgr7edb4dcz3j5,thelondoneconomic.bsky.social,The London Economic,2024-12-02T09:19:20.613Z,"This is huge. 

The EFJ represents over 295,000 journalists in 44 countries 👇
www.thelondoneconomic.com/news/media/e...",1526,11459,60975,1071,,,,,,0,0,0,0
did:plc:hzkqiz5tmwa2to7pm2jgvj5j,wildreikishaman.bsky.social,WildReikiShaman,2024-12-02T06:55:40.127Z,"""...significant increase in harmful content like hate speech, misinformation, harassment, and extremist views on the platform since Musk took over...has led to reduced content moderation...allowing harmful content to spread more freely; many media outlets and users are now leaving the platform...",1,0,0,0,did:plc:tnxniwbsledu332df3p6a3mq,jessie6001.bsky.social,Jessie1965,2024-12-02T01:31:29.171Z,Why is x toxic?,1,0,0,0,,,,,,0,0,0,0
did:plc:ezw3pha3innt73kxioo3f7wj,leocomerford.bsky.social,Leo R. Comerford,2024-12-02T01:27:56.956Z,"Long before Musk even got involved, Twitter’s algorithm was a disgrace. Any moderation system that rewards attention and clicks and has no downvotes (or mod hand-curation) is a barely-disguised strategy of ragebaiting and misinformation-farming.",0,0,12,0,did:plc:2xmyrlbajfevm6xebndvbyu4,shadowtodd.bsky.social,Todd in the Shadows,2024-12-02T01:09:57.323Z,"I haven't seen anyone point this out yet among the many dunks on this, but: being on Twitter doesn't make you more understanding of the ""other side,"" it makes you less. It was designed to boost the dumbest, least sympathetic version of your enemies into your eyeline. That doesn't promote dialogue.",35,344,1896,5,,,,,,0,0,0,0
did:plc:a5hyiausphsavn2nyv3cpqsj,sesamegosee.bsky.social,,2024-12-02T00:37:36.637Z,Well I left because of the rampant misinformation and non stop rage whining. I could no longer read about the things I wanted to know about between all the rabid misinformation campaigns and negativity. Couldn’t get any moderation for repeated harassment either. Much better here.,1,0,1,0,did:plc:urmfztzxlgp53nyyymujbsj2,joelcardwell.bsky.social,Joel Cardwell,2024-12-01T07:05:10.219Z,This could be true.,286,9,54,31,,,,,,0,0,0,0
did:plc:4y4swqt73keandhol25ncb2f,theneonfox.bsky.social,🌸Yazoo! NOV/DEC COMMS OPEN🌸,2024-12-03T18:19:05.179Z,This is beautiful bc the LOT acct was bragging about being so heavily blocked while still posting insanely transphobic and shitty misinformed content so it's nice to know moderation cares that such a heavy source of misinformation is worth removing completely and fully,0,0,17,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:hsfzdq3icftr7vdp4d7krv4t,blackamazon.bsky.social,🇬🇾🗽Sydette The Dreaded Gorgon🗽🇬🇾,2024-12-03T16:38:03.503Z,"I made a proposal about the need to study and open to the public ….

About moderation in the age of misinformation and web 3 

I wasn’t a PHD didn’t even get a “we saw you sent it”",0,0,13,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:lo3p4zetucdn6dgaz4fwplyb,dankim.com,Dan Kim,2024-12-03T14:33:13.707Z,"1. No shit Meta
2. Meta will definitely use this as an excuse to scale moderation way back and and allow more of what they will declare “free speech” (aka, thriving misinformation and harassment), especially in the Trump era where Zuck is already cozying up to him",2,0,8,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:qzxwdfr2v54y5mstp2xw3d5o,basedlib.bsky.social,Based Lib,2024-12-03T14:22:13.245Z,Feels like an inevitable catch 22. If the site gets larger and large content creators begin to spread misinformation it will be much easier for the creator to suppress dissenting voices. Certainly better moderation then X but something to think about,0,0,1,0,did:plc:y5xyloyy7s4a2bwfeimj7r3b,mcuban.bsky.social,Mark Cuban,2024-12-03T01:52:14.982Z,"There is no point in trolling if no one sees it. 

User control over our feeds is great.  Including the ability to fully hide from everyone, unwanted replies, and block those people. 

If i hide a reply from a troll from everyone, no one sees it.

Moderation is great   

Really helps engagement",874,3416,35407,164,,,,,,0,0,0,0
did:plc:c7ejldcvkvwa3vllzhsyncx7,rupertramsgate.bsky.social,Rupert Ramsgate,2024-12-04T20:47:12.685Z,"moderation.bsky.app, this site is failing to control the Point of Entry. 
You are allowing trolls, bots and marketing and misinformation networks to create accounts here. 
This makes moderation at scale next to impossible without spending a LOT of money. 
You need to see how counter.social does it.",1,1,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:ztogq54ftkzehdcofjqwvtyb,smokennoise.bsky.social,Smoke&Noise,2024-12-04T17:59:12.070Z,"The EFJ decision to leave X follows concerns about reduced content moderation and its perceived role in spreading hate speech. The group encourages its members to focus on alternative platforms prioritizing accurate reporting and journalistic ethics, aiming to combat misinformation more effectively",0,0,3,0,did:plc:ztogq54ftkzehdcofjqwvtyb,smokennoise.bsky.social,Smoke&Noise,2024-12-04T17:58:48.152Z,"The European Federation of Journalists, representing over 295,000 journalists across 44 countries, has announced it will cease posting on X starting January 20, 2025. The EFJ cites concerns that the platform has become a conduit for disinformation and propaganda under its current ownership",1,0,3,0,,,,,,0,0,0,0
did:plc:ugxj4posssuhizwalrufpiw7,cyrilcoste.bsky.social,Cyril Coste,2024-12-04T17:46:40.634Z,"You're right, Abby. The flood of hate speech and misinformation on some platforms is ... troubling.

And it's not just annoying because it can harm mental health and spread dangerous ideas. We need better content moderation and user tools to create safer online spaces.",0,0,0,0,did:plc:x66hv5ahz7alcfeg5augg2h4,abbydunord.bsky.social,Abby du Nord,2024-12-04T17:12:28.609Z,"I don't miss the unchecked abuse on Twitter. All the science denial, the racism, the rampant use of the R word, the subtle and not so subtle threats, the praise of H--tler. Seriously...in Nov I came across H--tler-praising and Holocaust-denying tweets. Reported them, Twitter said they were fine.",1,0,1,0,,,,,,0,0,0,0
did:plc:6if2ay6y5swybodv3uio534e,boolcat.bsky.social,boolcat,2024-12-04T06:45:14.544Z,"hope you like it here.
X just feels like it's begging for you to be outraged, not to mention all of the misinformation and bots. 

since Musk fired the trust and safety / moderation team i'm pretty sure at least 50% of all X traffic is strictly bot networks.",1,0,2,0,did:plc:elxdiqe5pf4rxz4udjxqdx34,marktcwc.bsky.social,,2024-12-04T05:09:06.397Z,"
I am a conservative and wanted to see how things are going over here.",3,0,4,1,,,,,,0,0,0,0
did:plc:5jnolifzk3c2evh5mhe5sipr,tech-52.bsky.social,Tech52,2024-12-04T04:43:36.756Z,"@jay.bsky.team to prevent shittification, robust content moderation is a must. Opinions are fine, but blatant lies and misinformation can’t be tolerated. Also promote the hell out of journalism.",0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:rgjb2iz4lxesm2rahflzdhjh,vorgto.bsky.social,Luke,2024-12-04T00:15:42.822Z,"I've fished out my first misinformation report here in a back and forth with a MAGA troll. Ahh this is going to be fun here. Actual moderation, I can just be nice and catch them on misinformation if that works.",0,0,1,0,did:plc:koult3safgxaubww3s2xdcfq,bk31th.bsky.social,Keith,2024-12-03T23:30:29.490Z,One other to sub to is @skysentry.bsky.social  we work daily on building the lists.  Not all lists are good so be mindful.  But I've seen his and trust his judgement.,1,0,3,0,,,,,,0,0,0,0
did:plc:4luzujn635rrprrtpiltrpiq,mattstjean.bsky.social,Matt St. Jean,2024-12-05T18:38:19.000Z,"I switched over to Bluesky because it's a better product for me! I am a consumer using my freedom of choice to select a product.

If Twitter would like me back, the site should use stricter content moderation, handle bots better, and actively work to prevent misinformation.",0,0,1,0,did:plc:ahcborosqrfchi3iiyhoixch,dennycarter.bsky.social,Denny Carter,2024-12-05T13:45:49.772Z,"Because we don't like Musk, or because he's very clearly among the two or three most dangerous and malignant people in the world? A small distinction!",15,6,133,0,,,,,,0,0,0,0
did:plc:tfa3iul3pmyebp54uy2ita47,eris404.rip,ErisApparent (sporty spice 💪 arc),2024-12-05T18:33:27.864Z,"hey trans ppl, these are the moderation lists i've subscribed to for blocking most of the egregious transphobia coming in with the bump in users. i'm starting a new one for the few that slip through just for comprehensive coverage, feel free to discuss or share add'l resources

link in reply",2,11,35,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:g64kp5paxl53t4no2r6llz2z,valhallaresearch.net,valhalla_dev is building cool stuff,2024-12-06T21:10:38.402Z,"It's also theoretically important when you're talking about combatting misinformation. Theoretically, misinformation and disinformation shouldn't spread as fast in a well-moderated, decentralized ecosystem. Twitter's algos, its centralized nature, as well as its moderation, are why it's so bad there",1,0,0,0,did:plc:g64kp5paxl53t4no2r6llz2z,valhallaresearch.net,valhalla_dev is building cool stuff,2024-12-06T21:10:38.401Z,"Decentralized moderation should not be made out to be something that's only important for the sake of countering censorship. 

It's incredibly important when you scale up to >20M users, when your site is being flooded with bots and when CSAM and CSAM adjacent material starts showing up.",1,0,0,0,,,,,,0,0,0,0
did:plc:gnixzx6kedfas25s2pryas67,slayxlore.bsky.social,Slayloreeeeee,2024-12-06T19:36:16.265Z,"Vibes based moderation also taught people how to behave online. Like, you could still be an asshole, but you couldn’t be the kind of asshole that was actively harmful. 

Harmful douchiness and misinformation wasn’t encouraged. People were shunned until they could act right.",1,1,14,0,did:plc:6hit5rjdbmlnscmuk4bbtmuc,rincewind.run,Micah,2024-12-06T18:56:58.795Z,"this is genuinely the only effective moderation strategy

hard and fast rules mean that the worst actors will quickly test exactly what the lines are and live right on them, and they are very good at this

""nah, man, you're bad news, goodbye"" is the only way to deal with them",81,671,3667,61,,,,,,0,0,0,0
did:plc:iv422vstegszgqfgbkybgehq,johnlivingstone.bsky.social,John Livingstone,2024-12-06T16:00:26.623Z,"If this gets struck down, it may yet be another nail in the coffin for badly needed content moderation and regulation reform that only Congress can implement. If TikTok is a problem because of its ownership, surely Meta, Twitter, and their ilk are as well for permitted misinformation.",1,0,0,0,did:plc:iv422vstegszgqfgbkybgehq,johnlivingstone.bsky.social,John Livingstone,2024-12-06T16:00:26.622Z,"Of course, Silicon Valley’s campaign contributions are a help for this…",1,0,0,0,,,,,,0,0,0,0
did:plc:7cn6rtwoy6soxqmvuvc3qynm,tipazorg.bsky.social,The Integrity Project,2024-12-06T12:53:09.119Z,"Spanish-speaking communities in the U.S. face unique vulnerabilities to election misinformation, as falsehoods often exploit their socio-political experiences and cultural nuances, while social media platforms provide inadequate Spanish-language moderation. Article from @brennancenter.bsky.social 👍",0,1,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:q3uci32hf5qdvfxxo7f2hmic,jasper89.bsky.social,jasper89,2024-12-06T03:23:55.729Z,"The Xwitter hole was full of half truths, misinformation, and outright fabrications long after moderation and before he spent a penny.",0,0,0,0,did:plc:emhyi4kljodgqlusdsopgfgd,rmac.bsky.social,Ryan Mac 🙃,2024-12-06T00:32:50.034Z,It also means Bluesky will inevitably have to deal with all the content moderation fires that come with breaking events and more people coming to the platform to find relevant and helpful information. Will be interesting to see how a relatively small staff handles the challenges.,15,10,616,1,,,,,,0,0,0,0
did:plc:dz3d4vjoiy7puyewtvrdnlpq,kaithememeking.bsky.social,KaiTheMemeKing,2024-12-06T01:36:35.807Z,Hopefully the moderation team can effectively control all of the unnecessary hate speech and intentional misinformation that has made other parts of the internet so unbearable,0,0,0,0,did:plc:gmsmsdwr6pznyv5y5zipdqvw,notkala.bsky.social,kala,2024-12-05T03:39:27.756Z,i keep seeing people say that this app is becoming toxic like twitter but it may just be who you’re interacting with i fear. if you follow a bunch of people who are doing what you disliked on twitter then of course it’ll be the same lol,245,553,4617,96,,,,,,0,0,0,0
did:plc:rst2dgob6sdie5iqm2hnr47h,bayscholarbae.bsky.social,Tony Meredith,2024-12-07T16:19:48.679Z,"#InternetHistory 🧵Now a look at how Facebook/Meta eroded society: Despite better tools for users to self-manage content moderation, the use of “friends” made it much easier to spread scams and misinformation, which the platform did little about …",1,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:rcgrkfgh55jxcbsejzkzexv7,2damntrans.bsky.social,Sasha ↙️↙️↙️,2024-12-07T08:15:19.050Z,"I am not going to “block and move on” with this one btw. Singal has to go. This is a test for how seriously Bluesky takes moderation, how seriously it takes the removal of people who perpetuate intolerance and medical misinformation, and how welcome trans people really are on here.",1,9,73,1,did:plc:rcgrkfgh55jxcbsejzkzexv7,2damntrans.bsky.social,Sasha ↙️↙️↙️,2024-12-07T05:25:24.439Z,"Fix this, or risk losing the part of your userbase who did more than any other to get Bluesky to where it is now. Relatively good moderation is (or was) Bluesky’s USP, and we’re not going to stick around and drive up traffic if you just want to be a Twitter clone but with a fraction of the users.",1,10,69,0,,,,,,0,0,0,0
did:plc:4qwi22wx5ermkjapaljarp47,voteinorout.bsky.social,Vote In Or Out 🇺🇸,2024-12-08T22:30:52.353Z,"1/ Musk’s Twitter Problem
Since Elon Musk took over #Twitter, it’s faced issues like #shadowbanning, inconsistent #moderation, and unchecked #misinformation. When one person controls a platform this large, can it really be fair or open?",1,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:pq5xi7ig4y24cl7rlqndvgyf,centerforvoterinfo.bsky.social,Center for Voter Information (CVI),2024-12-09T16:55:29.325Z,"🚨Misinformation in Spanish-speaking communities “often exploits their unique socio-political experiences, and social media companies typically engage in poor moderation of Spanish-language election falsehoods.” 🚨

www.brennancenter.org/our-work/ana...",1,1,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:zslzt3c7sbjxgqnh3skaosj7,drjaimeashworth.bsky.social,Dr Jaime Ashworth,2024-12-09T15:21:51.377Z,"For those with accounts on X, a reason to leave from 13 December #NotOneMoreWord",1,10,23,2,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:g7j6qok5us4hjqlwjxwrrkjm,sharpiepls.com,dapurplesharpie,2024-12-09T14:29:50.771Z,"@blacksky.app is the moderation service that runs underneath #BlackSky and keeps racist and anti-black rhetoric off my feed and comments

@xblock.aendra.dev automatically labels screenshots and hides or blocks them depending on your personal settings. stops a lot of misinformation from spreading",0,0,8,0,did:plc:g7j6qok5us4hjqlwjxwrrkjm,sharpiepls.com,dapurplesharpie,2024-12-09T14:28:03.878Z,"honestly, the thing making me bsky experience better at this point is @blacksky.app + @xblock.aendra.dev 

it keeps the worst stuff out of my view automatically and stops me from engaging with things that aren't helpful for me kr my audience to see",4,10,60,0,,,,,,0,0,0,0
did:plc:dpbdwphvx5ly6w2ydgjyowch,shabazzstuart.bsky.social,Shabazz Stuart,2024-12-09T01:17:13.917Z,"...that would require full transparency on a platform's moderation and algorithmic leanings, as well as an FCC score so the networks with the highest transparency and best misinformation and moderation policies are recognizable to users upon sign-up...just to name a couple of ideas",4,0,7,0,did:plc:dpbdwphvx5ly6w2ydgjyowch,shabazzstuart.bsky.social,Shabazz Stuart,2024-12-09T01:14:50.385Z,"...social media algos are designed to manipulate and persuade in a manner that seems natural. Much different than cable news and traditional media where people tend to understand the slants of certain sources.

I could imagine a social media ""bill of rights"" or some other legislation (2/3)",1,0,8,0,,,,,,0,0,0,0
did:plc:4qwi22wx5ermkjapaljarp47,voteinorout.bsky.social,Vote In Or Out 🇺🇸,2024-12-09T00:00:19.644Z,"1/ Musk’s Twitter Problem
Since Elon Musk took over #Twitter, it’s faced issues like #shadowbanning, inconsistent #moderation, and unchecked #misinformation. When one person controls a platform this large, can it really be fair or open?",1,0,0,0,did:plc:4qwi22wx5ermkjapaljarp47,voteinorout.bsky.social,Vote In Or Out 🇺🇸,2024-12-09T00:00:19.643Z,"Platforms like #Twitter and #Meta (Instagram/Facebook) are riddled with issues—#censorship, #manipulation, and #profit-driven algorithms. #Bluesky is a game-changing, #decentralized alternative focused on #transparency and user control. 🧵👇",1,0,0,0,,,,,,0,0,0,0
did:plc:4bl7n4pygmygtvz6pub5urbc,roleplayersearch.bsky.social,RPER SEARCH ( NEW ADMINS),2024-12-10T23:55:10.347Z,"Context: I made a moderation list on a blank account to curate my roleplay space across all my accounts. Someone on that list used a third-party tool, ""Clear Sky,"" to view that information, then posted it on the timeline, and misinformation was spread about the purpose of the list. +",1,0,3,1,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:ko747jc5ma4iarwwfwrlv2ct,moderation.astronomy.blue,Astronomy Feeds Moderation,2024-12-10T20:40:13.982Z,"We've made some updates to the rules for the Astronomy feeds:

1. We've added a new rule (Rule 5) limiting promotional posts

2. We have clarified our policy about AI in Rule 3 (i.e. low-quality generative AI isn't appropriate for the feeds)

3. Many things have been slightly reworded & improved. 🔭",1,1,16,0,,,,,,0,0,0,0,,,,,,0,0,0,0
did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-10T19:49:42.663254+00:00,"If the above is ok and you still want to sign up, then you'll need to agree to the feed rules below:

If you agree to follow them, then reply to this post with a 'yes'.",0,0,2,0,did:plc:hol3fzmh4guugasdolbpzwtk,bot.astronomy.blue,Astrobot (EXPERIMENTAL),2024-12-10T19:49:42.356591+00:00,"Firstly, please note that you only need to sign up to the feed if you'd like to post to it. Anyone on Bluesky can read the feed!

In addition, you must be a professional, amateur, or student astronomer to post to the feeds. (It's also ok if you left academia but still want to sign up!)",1,0,0,0,,,,,,0,0,0,0
did:plc:43unjmngiywg46os5lvyt33u,plainest.bsky.social,Plain,2024-12-10T17:22:50.563Z,"Bsky has a setting but I think the speed of labeling from the community is slow

Account > Moderation > Advanced > Bsky Moderation Service > scroll down... I think this would fall under ""Misleading""

There's also categories for misinformation and a lot of other neat stuff.",0,0,0,0,did:plc:kqbyr4gqt6p2l57htlsa4nha,hankgreen.bsky.social,Hank Green,2024-12-10T14:35:39.635Z,"So, honest question, what do we do about fake stuff here? Do we think OP still doesn’t know this is a fake screenshot? Do we think “fake stuff is OK if the vibes feel true?” Does bsky build a BirdWatch clone?",540,250,5849,35,,,,,,0,0,0,0
did:plc:56vyod2m4cc7svpgjtqu2fx4,dragonabsurdum.bsky.social,,2024-12-10T16:40:54.181Z,"If you're seeing a lot of that, you can check the moderation settings on your account. I've got spam, bots, etc hidden and I'm only really seeing people actively discussing how best to flag misinformation.",0,0,0,0,did:plc:r46qm2plysbkosu3jblzurqz,onedreamonehope.bsky.social,Cozy Sr. (Fudge’s Father),2024-12-10T16:28:49.274Z,"read through these comments and note everyone who says ""even if it's not true it's basically true"" and realize we should do something even if it's not community notes, people here are totally willing to believe fake shit just like on Twitter",1,0,0,0,,,,,,0,0,0,0
